PARENTUNID,Name,Stage,Status,FacilityType,DocumentID,AssignedTo,Address,City,County,State,Zip,PHF,PHFCooked,PHFRaw,Database,HSUNID,FacilityName,FacilityType,InspectionType,InspectedBy,InspectionDate,NumCritical,NumNonCritical,TimeSpent,Enforcement,NonSmoking,UNID
D6F59A1BA093208B88256B6C007ED423,Golden China Express,Active,Permitted,Full Service Restaurant,EBIE-57R2H5,Eric Stutz,264 Turkeysag Trail #B,Palmyra,Fluvanna,Virginia,22963,Yes,Yes,Yes,Thomas Jefferson,0A9886EF7FB52832852577D100633498,Golden China Express,Full Service Restaurant,Routine,Eric Stutz,4/11/10 0:00,2,2,1.2,,Smoke Free,0A9886EF7FB52832852577D100633498
D6F59A1BA093208B88256B6C007ED423,Golden China Express,Active,Permitted,Full Service Restaurant,EBIE-57R2H5,Eric Stutz,264 Turkeysag Trail #B,Palmyra,Fluvanna,Virginia,22963,Yes,Yes,Yes,Thomas Jefferson,D80939147DE85F8985257886006CDCFB,Golden China Express,Full Service Restaurant,Critical Procedures,Eric Stutz,4/5/11 0:00,0,0,1.2,,Smoke Free,D80939147DE85F8985257886006CDCFB
D71A4B1FD6474A4888256B6C007EBB6E,Building Blocks Learning Center,Active,Permitted,Child Care Food Service,EBIE-57R2BS,Eric Stutz,3 Centre Court,Palmyra,Fluvanna,Virginia,22963,Yes,No,No,Thomas Jefferson,7B097D546A5D06B185257850004EE0C8,Building Blocks Learning Center,Child Care Food Service,Routine,Eric Stutz,11/3/11 0:00,0,0,0.5,,Smoke Free,7B097D546A5D06B185257850004EE0C8
D739D73EDE69D86088256B6C007EE0D4,Korner Restaurant,Active,Permitted,Full Service Restaurant,EBIE-57R2KV,Reed Cranford,415 9th Street SW,Charlottesville,Charlottesville City,Virginia,22903,Yes,No,Yes,Thomas Jefferson,BDEC8EB02DDADD338525789900500958,Korner Restaurant,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,5/23/2011 12:00:00 AM,0,0,0,,Smoke Free,BDEC8EB02DDADD338525789900500958
D739D73EDE69D86088256B6C007EE0D4,Korner Restaurant,Active,Permitted,Full Service Restaurant,EBIE-57R2KV,Reed Cranford,415 9th Street SW,Charlottesville,Charlottesville City,Virginia,22903,Yes,No,Yes,Thomas Jefferson,9D3A25496089D7CB852577E4006FF2F1,Korner Restaurant,Full Service Restaurant,Routine,Kelly Donahoe,11/23/2010 12:00:00 AM,1,0,13,,Smoke Free,9D3A25496089D7CB852577E4006FF2F1
D77AE37BACC716C088256B6C007EC09D,Charlottesville Moose Lodge 1028,Active,Permitted,Full Service Restaurant,EBIE-57R2CY,Eric Stutz,3756 Richmond Road,Keswick,Albemarle,Virginia,22947,Yes,No,Yes,Thomas Jefferson,97642CA3517C67178525782B007306BB,Charlottesville Moose Lodge 1028,Full Service Restaurant,Routine,Eric Stutz,2/2/11 0:00,0,2,1,,Smoke Free,97642CA3517C67178525782B007306BB
D845515FC71DC9BA85256CB7004D4482,Mas Tapas,Active,Permitted,Full Service Restaurant,MNAR-5J3JNY,Eric S. Myers,501 Monticello Road,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,AA991149B7D320CD8525779B00576781,Mas Tapas,Full Service Restaurant,Routine,Roy Crewz,9/9/10 0:00,1,5,0,,Smoke Free,AA991149B7D320CD8525779B00576781
D867AD043B85962C88256B6C007EBD93,Paul H. Cale Elementary School,Active,Permitted,Public Elementary School Food Service,EBIE-57R2CA,Abdugheni Ubul,1757 Avon Street Extended,Charlottesville,Albemarle,Virginia,22902,Yes,Yes,No,Thomas Jefferson,27FC2DCBEEE0F1BF852577A70051DE33,Paul H. Cale Elementary School,Public Elementary School Food Service,Routine,Roy Crewz,9/23/2010 12:00:00 AM,0,5,0,,Smoke Free,27FC2DCBEEE0F1BF852577A70051DE33
D867AD043B85962C88256B6C007EBD93,Paul H. Cale Elementary School,Active,Permitted,Public Elementary School Food Service,EBIE-57R2CA,Abdugheni Ubul,1757 Avon Street Extended,Charlottesville,Albemarle,Virginia,22902,Yes,Yes,No,Thomas Jefferson,F70A017F848C7BF7852578150057AE96,Paul H. Cale Elementary School,Public Elementary School Food Service,Routine,Roy Crewz,11/1/11 0:00,0,1,0,,Smoke Free,F70A017F848C7BF7852578150057AE96
D8AFDE91C0C0BE7585256F7F006875FB,Cricket's Baked Goods and Catering,Active,Permitted,Other Food Service,DCHL-64UHQP,Reed Cranford,3047 Thomas Jefferson Parkway,Charlottesville,Albemarle,VA,22902,Yes,No,No,Thomas Jefferson,DE81390D4DB66D5C85257887004BEFD9,Cricket's Baked Goods and Catering,Other Food Service,Routine,Reed Cranford,5/5/11 0:00,0,0,0.8,,Smoke Free,DE81390D4DB66D5C85257887004BEFD9
D8BD5924ADC48A9D88256B6C007ED06A,Fleurie Restaurant,Active,Permitted,Full Service Restaurant,EBIE-57R2GB,Pamela Burke,108 3rd Street NE,Charlottesville,Charlottesville City,Virginia,22902,Yes,Yes,Yes,Thomas Jefferson,B32B24B4AFBEC6318525787D0072A961,Fleurie Restaurant,Full Service Restaurant,Risk Factor Assessment,Pamela Burke,4/25/2011 12:00:00 AM,0,2,0,,Smoke Free,B32B24B4AFBEC6318525787D0072A961
D8D478236DECF2EE88256B6C007EB5AA,El Jaripeo,Closed,Surrendered,Full Service Restaurant,SWHN-7UPRN6,Reed Cranford,1750 Timberwood Boulevard,Charlottesville,Albemarle,Virginia,22911,Yes,Yes,Yes,Thomas Jefferson,3C1F222A05AA0943852577D600573458,El Jaripeo,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,9/11/10 0:00,2,1,0,,Smoke Free,3C1F222A05AA0943852577D600573458
D8D478236DECF2EE88256B6C007EB5AA,El Jaripeo,Closed,Surrendered,Full Service Restaurant,SWHN-7UPRN6,Reed Cranford,1750 Timberwood Boulevard,Charlottesville,Albemarle,Virginia,22911,Yes,Yes,Yes,Thomas Jefferson,151A1128AAF1707F852578400063B0B4,El Jaripeo,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,2/17/2011 12:00:00 AM,2,1,0,,Smoke Free,151A1128AAF1707F852578400063B0B4
D8D478236DECF2EE88256B6C007EB5AA,El Jaripeo,Closed,Surrendered,Full Service Restaurant,SWHN-7UPRN6,Reed Cranford,1750 Timberwood Boulevard,Charlottesville,Albemarle,Virginia,22911,Yes,Yes,Yes,Thomas Jefferson,9987024AA5EE8D72852578AE00543684,El Jaripeo,Full Service Restaurant,Routine,Reed Cranford,6/13/2011 12:00:00 AM,0,3,0,,Smoke Free,9987024AA5EE8D72852578AE00543684
D987C268A94DEC0C88256B6C007F1069,UVA - West Range/Garden Room,Active,Permitted,State College Food Service,EBIE-57R2V9,Eric Stutz,525 Mccormick Rd,Charlottesville,Albemarle,Virginia,22904,Yes,No,Yes,Thomas Jefferson,3241D8BFB8E739238525779F00574505,UVA - West Range/Garden Room,State College Food Service,Routine,Eric Stutz,9/15/2010 12:00:00 AM,1,3,0,,Smoke Free,3241D8BFB8E739238525779F00574505
D987C268A94DEC0C88256B6C007F1069,UVA - West Range/Garden Room,Active,Permitted,State College Food Service,EBIE-57R2V9,Eric Stutz,525 Mccormick Rd,Charlottesville,Albemarle,Virginia,22904,Yes,No,Yes,Thomas Jefferson,9C40B2D4096AD507852578920062DFD5,UVA - West Range/Garden Room,State College Food Service,Risk Factor Assessment,Eric Stutz,5/16/2011 12:00:00 AM,1,0,0,,Smoke Free,9C40B2D4096AD507852578920062DFD5
D99F26D145F6D137852575E0004667BB,Starbucks,Active,Permitted,State College Food Service,TBAN-7TCH3T,Eric Stutz,295 JPA Parkway,Charlottesville,Charlottesville City,VA,22904,Yes,No,No,Thomas Jefferson,7A7BF04B3BA4D32E852577AB0060ED20,Starbucks,State College Food Service,Routine,Eric Stutz,9/27/2010 12:00:00 AM,0,0,0.9,,Smoke Free,7A7BF04B3BA4D32E852577AB0060ED20
D9A6145C24D8D8C485256D2400731BF8,Asian Express,Active,Permitted,Full Service Restaurant,MMIR-5MGSMC,Abdugheni Ubul,909 West Main Street #101,Charlottesville,Charlottesville City,VA,22903,Yes,Yes,Yes,Thomas Jefferson,57E011963DDDC07F852577DC0065BA1F,Asian Express,Full Service Restaurant,Routine,Roy Crewz,12/11/10 0:00,2,5,0,,Smoke Free,57E011963DDDC07F852577DC0065BA1F
D9A6145C24D8D8C485256D2400731BF8,Asian Express,Active,Permitted,Full Service Restaurant,MMIR-5MGSMC,Abdugheni Ubul,909 West Main Street #101,Charlottesville,Charlottesville City,VA,22903,Yes,Yes,Yes,Thomas Jefferson,82CC080475E3574F85257841005CC2EF,Asian Express,Full Service Restaurant,Routine,Roy Crewz,2/24/2011 12:00:00 AM,1,4,0,,Smoke Free,82CC080475E3574F85257841005CC2EF
DA25F87ACE3A28938525717A004E4036,Domino's Pizza,Closed,Surrendered,Fast Food Restaurant,MNAR-6Q6KA3,Pamela Burke,325 Four Leaf Lane #5,Charlottesville,Albemarle,VA,22903,Yes,No,No,Thomas Jefferson,DD21F9C4A8FA326085257832004BE4B5,Domino's Pizza,Fast Food Restaurant,Routine,Pamela Burke,8/2/11 0:00,0,3,0,,Smoke Free,DD21F9C4A8FA326085257832004BE4B5
DA25F87ACE3A28938525717A004E4036,Domino's Pizza,Active,Permitted,Fast Food Restaurant,TBAN-8DVLP8,Pamela Burke,325 Four Leaf Lane #5,Charlottesville,Albemarle,VA,22903,Yes,No,No,Thomas Jefferson,7D46476A0CC2446985257854007137D7,Domino's Pizza,Fast Food Restaurant,Routine,Pamela Burke,3/15/2011 12:00:00 AM,1,3,0,,Smoke Free,7D46476A0CC2446985257854007137D7
DACDD8B3368E196088256B6C007F1138,Cafe 88,Active,Permitted,Full Service Restaurant,TBAN-759L9Q,Kelly Donahoe,923 # G Preston Avenue,Charlottesville,Charlottesville City,Virginia,22903,Yes,No,Yes,Thomas Jefferson,E60F7B4E78D7847F852577D1006B8998,Cafe 88,Full Service Restaurant,Routine,Archer Campbell,4/11/10 0:00,1,4,0,,Smoke Free,E60F7B4E78D7847F852577D1006B8998
DACDD8B3368E196088256B6C007F1138,Cafe 88,Active,Permitted,Full Service Restaurant,TBAN-759L9Q,Kelly Donahoe,923 # G Preston Avenue,Charlottesville,Charlottesville City,Virginia,22903,Yes,No,Yes,Thomas Jefferson,0CAA111F772C22188525787E006BC12D,Cafe 88,Full Service Restaurant,Routine,Kelly Donahoe,4/26/2011 12:00:00 AM,0,0,0,,Smoke Free,0CAA111F772C22188525787E006BC12D
DBA7805B72163B3085257762005BD50D,UVA McLeod,Active,Permitted,State College Food Service,TBAN-87EMMJ,Eric Stutz,202 Janet Lancaster Way,Charlottesville,Charlottesville City,VA,22904,Yes,No,No,Thomas Jefferson,24BD4B62957268A98525779F00643BD8,UVA McLeod,State College Food Service,Routine,Eric Stutz,9/15/2010 12:00:00 AM,0,0,0.9,,Smoke Free,24BD4B62957268A98525779F00643BD8
DC150FA17B21A59E852574B2004AC62F,Jimmy Johns,Active,Permitted,Full Service Restaurant,TBAN-7HWJHJ,Eric S. Myers,1650 Rio Road East #F,Charlottesville,Albemarle,VA,22901,Yes,No,Yes,Thomas Jefferson,C6D83C81F61017BB852578D800631587,Jimmy Johns,Full Service Restaurant,Routine,Eric S. Myers,7/19/2011 12:00:00 AM,1,0,1,,Smoke Free,C6D83C81F61017BB852578D800631587
DC497AAF7878B51D88256B6C007EB90E,Blue Ridge School,Active,Permitted,Private Middle or High School Food Service,EBIE-57R2B7,Pamela Burke,Rt 627 Bacon Hollow Road,St. George,Greene,Virginia,22935,Yes,Yes,No,Thomas Jefferson,36D3F6C44A250F46852577CA005EFBCE,Blue Ridge School,Private Middle or High School Food Service,Routine,Pamela Burke,10/28/2010 12:00:00 AM,0,2,0,,Smoke Free,36D3F6C44A250F46852577CA005EFBCE
DC497AAF7878B51D88256B6C007EB90E,Blue Ridge School,Active,Permitted,Private Middle or High School Food Service,EBIE-57R2B7,Pamela Burke,Rt 627 Bacon Hollow Road,St. George,Greene,Virginia,22935,Yes,Yes,No,Thomas Jefferson,A17D4BED2092CDCF8525785E00544FFD,Blue Ridge School,Private Middle or High School Food Service,Routine,Pamela Burke,3/25/2011 12:00:00 AM,0,3,0,,Smoke Free,A17D4BED2092CDCF8525785E00544FFD
DD040C951A83ED29852573BF0057018A,Bistro at Krogers,Active,Permitted,Grocery Store Food Service,SWHN-7SMK93,Eric S. Myers,1159 Emmett Street,Charlottesville,Charlottesville City,VA,22901,Yes,Yes,Yes,Thomas Jefferson,C0B805E8A457C6928525781C0067C389,Bistro at Krogers,Grocery Store Food Service,Routine,Eric S. Myers,7/1/11 0:00,1,2,0,,Smoke Free,C0B805E8A457C6928525781C0067C389
DD040C951A83ED29852573BF0057018A,Bistro at Krogers,Active,Permitted,Grocery Store Food Service,SWHN-7SMK93,Eric S. Myers,1159 Emmett Street,Charlottesville,Charlottesville City,VA,22901,Yes,Yes,Yes,Thomas Jefferson,2482B54C691312C485257792004BCA02,Bistro at Krogers,Grocery Store Food Service,Routine,Eric S. Myers,1/9/10 0:00,1,2,1.7,,Smoke Free,2482B54C691312C485257792004BCA02
DD040C951A83ED29852573BF0057018A,Bistro at Krogers,Active,Permitted,Grocery Store Food Service,SWHN-7SMK93,Eric S. Myers,1159 Emmett Street,Charlottesville,Charlottesville City,VA,22901,Yes,Yes,Yes,Thomas Jefferson,02EC87D9EFFD7618852578D8006076D0,Bistro at Krogers,Grocery Store Food Service,Routine,Eric S. Myers,7/20/2011 12:00:00 AM,1,0,1.1,,Smoke Free,02EC87D9EFFD7618852578D8006076D0
DD26957C9916C6EB88256B6C007EBBB2,Burger King #7478,Active,Permitted,Fast Food Restaurant,EBIE-57R2BU,Abdugheni Ubul,11518 James Madison Highway,Gordonsville,Louisa,Virginia,22942,Yes,Yes,No,Thomas Jefferson,CD526B9B184B7CBD852577B50050DA9A,Burger King #7478,Fast Food Restaurant,Routine,Roy Crewz,7/10/10 0:00,1,4,0,,Smoke Free,CD526B9B184B7CBD852577B50050DA9A
DD26957C9916C6EB88256B6C007EBBB2,Burger King #7478,Active,Permitted,Fast Food Restaurant,EBIE-57R2BU,Abdugheni Ubul,11518 James Madison Highway,Gordonsville,Louisa,Virginia,22942,Yes,Yes,No,Thomas Jefferson,055B9856F659C1A3852578C4004F0C48,Burger King #7478,Fast Food Restaurant,Risk Factor Assessment,Archer Campbell,5/7/11 0:00,0,0,0,,Outdoor smoking area,055B9856F659C1A3852578C4004F0C48
DDDD943F94322B3088256B6C007EF2A6,Papa John's #759,Active,Permitted,Fast Food Restaurant,EBIE-57R2PE,Reed Cranford,1305 Long Street #A,Charlottesville,Charlottesville City,Virginia,22901,Yes,No,No,Thomas Jefferson,6AE48E114A7D7BDA85257837006DD1E2,Papa John's #759,Fast Food Restaurant,Routine,Reed Cranford,2/14/2011 12:00:00 AM,2,5,0,,Smoke Free,6AE48E114A7D7BDA85257837006DD1E2
DDFC59029A4561FF88256B6C007ECE75,Charlottesville Elks Lodge 389,Active,Permitted,Full Service Restaurant,EBIE-57R2FU,Abdugheni Ubul,389 Elk Drive,Charlottesville,Albemarle,Virginia,22911,Yes,No,Yes,Thomas Jefferson,5E1FFF9643DBF532852577B30058B3FD,Charlottesville Elks Lodge 389,Full Service Restaurant,Routine,Roy Crewz,5/10/10 0:00,2,4,0,,Smoke Free,5E1FFF9643DBF532852577B30058B3FD
DE92AC779FACB5BC85256DB7006AAC5B,Claudia Gibson Catering,Active,Permitted,Caterer,LOLR-7KGLTH,Reed Cranford,190 Rockfish School Lane,Nellysford,Nelson,VA,22958,Yes,No,Yes,Thomas Jefferson,E13B9684C19BB76C852577A70061864B,Claudia Gibson Catering,Caterer,Routine,Kelly Donahoe,9/23/2010 12:00:00 AM,0,0,0.5,,Smoke Free,E13B9684C19BB76C852577A70061864B
DE92AC779FACB5BC85256DB7006AAC5B,Claudia Gibson Catering,Active,Permitted,Caterer,LOLR-7KGLTH,Reed Cranford,190 Rockfish School Lane,Nellysford,Nelson,VA,22958,Yes,No,Yes,Thomas Jefferson,9D209F4392E056908525786B005CAC0D,Claudia Gibson Catering,Caterer,Routine,Reed Cranford,7/4/11 0:00,0,1,1,,Smoke Free,9D209F4392E056908525786B005CAC0D
DF0004D7F3CD61A688256B6C007F17BB,Mountainside Senior Living,Active,Permitted,Adult Care Home Food Service,EBIE-57R2WL,Pamela Burke,1220 Crozet Avenue,Crozet,Albemarle,Virginia,22932,Yes,Yes,Yes,Thomas Jefferson,DDAAAF3C4041B4B1852577AD004D4C62,Mountainside Senior Living,Adult Care Home Food Service,Routine,Pamela Burke,9/29/2010 12:00:00 AM,0,0,0,,Smoke Free,DDAAAF3C4041B4B1852577AD004D4C62
DF0004D7F3CD61A688256B6C007F17BB,Mountainside Senior Living,Active,Permitted,Adult Care Home Food Service,EBIE-57R2WL,Pamela Burke,1220 Crozet Avenue,Crozet,Albemarle,Virginia,22932,Yes,Yes,Yes,Thomas Jefferson,CE987894EDC9E1A685257833007DA66D,Mountainside Senior Living,Adult Care Home Food Service,Risk Factor Assessment,Reed Cranford,10/2/11 0:00,3,0,0,,Smoke Free,CE987894EDC9E1A685257833007DA66D
DF0004D7F3CD61A688256B6C007F17BB,Mountainside Senior Living,Active,Permitted,Adult Care Home Food Service,EBIE-57R2WL,Pamela Burke,1220 Crozet Avenue,Crozet,Albemarle,Virginia,22932,Yes,Yes,Yes,Thomas Jefferson,856D09759A6A366B852578E3004ABF45,Mountainside Senior Living,Adult Care Home Food Service,Routine,Pamela Burke,5/8/11 0:00,0,0,0,,Smoke Free,856D09759A6A366B852578E3004ABF45
DF1FA8AE6BCE4A13852575D100596127,Blue Ridge Commons Neighborhood Network Center,Active,Inspect on Request,Summer Food Service Program Kitchen,ESTZ-8JWL5G,Eric Stutz,750 Prospect Ave #C & D,Charlottesville,Charlottesville City,VA,22903,Yes,No,Yes,Thomas Jefferson,C009F3F29565686F852578D20055092D,Blue Ridge Commons Neighborhood Network Center,Summer Food Service Program Kitchen,Routine,Eric Stutz,7/19/2011 12:00:00 AM,1,1,0.7,,Smoke Free,C009F3F29565686F852578D20055092D
DF55A5F2D2D5377E88256B6C007EB9D0,Brixx Wood Fired Pizza,Active,Permitted,Full Service Restaurant,SWAS-83FSBH,Archer Campbell,1133 North Emmet Street,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,B4115A3077A5F1BB852578450065CFC0,Brixx Wood Fired Pizza,Full Service Restaurant,Routine,Archer Campbell,2/28/2011 12:00:00 AM,1,2,0,,Smoke Free,B4115A3077A5F1BB852578450065CFC0
DF55A5F2D2D5377E88256B6C007EB9D0,Brixx Wood Fired Pizza,Active,Permitted,Full Service Restaurant,SWAS-83FSBH,Archer Campbell,1133 North Emmet Street,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,BF97C3E47CD0C69F852578BE006975DE,Brixx Wood Fired Pizza,Full Service Restaurant,Risk Factor Assessment,Archer Campbell,6/29/2011 12:00:00 AM,4,2,0,,Smoke Free,BF97C3E47CD0C69F852578BE006975DE
DF55A5F2D2D5377E88256B6C007EB9D0,Brixx Wood Fired Pizza,Active,Permitted,Full Service Restaurant,SWAS-83FSBH,Archer Campbell,1133 North Emmet Street,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,294B3173B3D39F0B852578CA007576C7,Brixx Wood Fired Pizza,Full Service Restaurant,Follow-up,Archer Campbell,11/7/11 0:00,1,1,1.3,,Smoke Free,294B3173B3D39F0B852578CA007576C7
DFB6BB25460A518988256B6C007ECEB6,End Zone Pizza,Active,Permitted,Fast Food Restaurant,EBIE-57R2FW,Archer Campbell,1764 Timberwood Boulevard,Charlottesville,Albemarle,Virginia,22911,Yes,No,No,Thomas Jefferson,7F2FED75E19BDD978525782C007BEE4C,End Zone Pizza,Fast Food Restaurant,Routine,Archer Campbell,3/2/11 0:00,1,7,0,,Outdoor smoking area,7F2FED75E19BDD978525782C007BEE4C
DFDC78E64B03001F85257578006C8278,Rivahsyde,Active,Permitted,Full Service Restaurant,SWAS-7Q4R7V,Eric Stutz,63 Market Street,Palmyra,Fluvanna,VA,22963,Yes,No,Yes,Thomas Jefferson,4D468E3FB5F4E44185257814004B12E2,Rivahsyde,Full Service Restaurant,Routine,Eric Stutz,5/1/11 0:00,0,0,1.2,,Outdoor smoking area,4D468E3FB5F4E44185257814004B12E2
DFDC78E64B03001F85257578006C8278,Rivahsyde,Active,Permitted,Full Service Restaurant,SWAS-7Q4R7V,Eric Stutz,63 Market Street,Palmyra,Fluvanna,VA,22963,Yes,No,Yes,Thomas Jefferson,50911275F80CC4B9852578EF006D72B2,Rivahsyde,Full Service Restaurant,Routine,Eric Stutz,8/17/2011 12:00:00 AM,0,0,0.8,,Outdoor smoking area,50911275F80CC4B9852578EF006D72B2
E03AC15BF525701A8525742D0057072C,The Standard,Active,Permitted,Full Service Restaurant,RROH-8CCMWN,Pamela Burke,76 Main Street,Stanardsville,Greene,VA,22973,Yes,Yes,Yes,Thomas Jefferson,0222ECA1BAB9F978852578B1005DA8F0,The Standard,Full Service Restaurant,Routine,Pamela Burke,6/16/2011 12:00:00 AM,4,5,0,,Smoke Free,0222ECA1BAB9F978852578B1005DA8F0
E03AC15BF525701A8525742D0057072C,The Standard,Active,Permitted,Full Service Restaurant,RROH-8CCMWN,Pamela Burke,76 Main Street,Stanardsville,Greene,VA,22973,Yes,Yes,Yes,Thomas Jefferson,B12790C91B62AFFA8525788F0044B92E,MarMar's Cafe,Full Service Restaurant,Routine,Pamela Burke,7/4/11 0:00,0,0,1.8,,Smoke Free,B12790C91B62AFFA8525788F0044B92E
E03AC15BF525701A8525742D0057072C,The Standard,Active,Permitted,Full Service Restaurant,RROH-8CCMWN,Pamela Burke,76 Main Street,Stanardsville,Greene,VA,22973,Yes,Yes,Yes,Thomas Jefferson,FC9A7B9B02E3B47E852578BD005152A6,The Standard,Full Service Restaurant,Follow-up,Pamela Burke,6/28/2011 12:00:00 AM,0,0,0.9,,Smoke Free,FC9A7B9B02E3B47E852578BD005152A6
E0621A146ED2585588256B6C007F08DC,"Copper Mine Restaurant, The",Active,Permitted,Full Service Restaurant,EBIE-57R2TT,Reed Cranford,Black Rock Village Center,Wintergreen,Nelson,Virginia,22958,Yes,Yes,Yes,Thomas Jefferson,9F9628E2DDAA18F0852577E000560B80,"Copper Mine Restaurant, The",Full Service Restaurant,Routine,Reed Cranford,11/19/2010 12:00:00 AM,2,2,0,,Smoke Free,9F9628E2DDAA18F0852577E000560B80
E0621A146ED2585588256B6C007F08DC,"Copper Mine Restaurant, The",Active,Permitted,Full Service Restaurant,EBIE-57R2TT,Reed Cranford,Black Rock Village Center,Wintergreen,Nelson,Virginia,22958,Yes,Yes,Yes,Thomas Jefferson,3FE7FA4BF95CF54B8525781F005EA06D,"Copper Mine Restaurant, The",Full Service Restaurant,Risk Factor Assessment,Reed Cranford,1/21/2011 12:00:00 AM,2,0,0,,Smoke Free,3FE7FA4BF95CF54B8525781F005EA06D
E0621A146ED2585588256B6C007F08DC,"Copper Mine Restaurant, The",Active,Permitted,Full Service Restaurant,EBIE-57R2TT,Reed Cranford,Black Rock Village Center,Wintergreen,Nelson,Virginia,22958,Yes,Yes,Yes,Thomas Jefferson,A892671B4569A0118525784700467C36,"Copper Mine Restaurant, The",Full Service Restaurant,Training,Reed Cranford,1/3/11 0:00,0,0,1.5,,Smoke Free,A892671B4569A0118525784700467C36
E0621A146ED2585588256B6C007F08DC,"Copper Mine Restaurant, The",Active,Permitted,Full Service Restaurant,EBIE-57R2TT,Reed Cranford,Black Rock Village Center,Wintergreen,Nelson,Virginia,22958,Yes,Yes,Yes,Thomas Jefferson,5E30AC98A51D070E8525788E005D6F43,"Copper Mine Restaurant, The",Full Service Restaurant,Routine,Tom Eick,12/5/11 0:00,6,2,1.8,,Smoke Free,5E30AC98A51D070E8525788E005D6F43
E0621A146ED2585588256B6C007F08DC,"Copper Mine Restaurant, The",Active,Permitted,Full Service Restaurant,EBIE-57R2TT,Reed Cranford,Black Rock Village Center,Wintergreen,Nelson,Virginia,22958,Yes,Yes,Yes,Thomas Jefferson,3EB9C548978D4740852578A300520BF8,"Copper Mine Restaurant, The",Full Service Restaurant,Follow-up,Reed Cranford,2/6/11 0:00,2,0,1.3,,Smoke Free,3EB9C548978D4740852578A300520BF8
E06C7E7864945653852578540066B2B2,Nacho Panda,Active,Pending,Mobile Food Unit,TBAN-8EYPYC,Reed Cranford,Downtown Mall,Charlottesville,Charlottesville City,VA,22903,Yes,Yes,Yes,Thomas Jefferson,E7980357360CE7C48525788F00487CC6,Nacho Panda,Mobile Food Unit,Pre-Opening,Reed Cranford,12/5/11 0:00,0,0,1,,Smoke Free,E7980357360CE7C48525788F00487CC6
E0764CA14AF7B2CC88256B6C007EFB7B,Sbarro's Restaurant,Active,Permitted,Full Service Restaurant,EBIE-57R2R7,Reed Cranford,1574 Rio Road,Charlottesville,Albemarle,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,A715C235A4E40FF5852578E1006B7384,Sbarro's Restaurant,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,3/8/11 0:00,1,0,0,,Smoke Free,A715C235A4E40FF5852578E1006B7384
E0764CA14AF7B2CC88256B6C007EFB7B,Sbarro's Restaurant,Active,Permitted,Full Service Restaurant,EBIE-57R2R7,Reed Cranford,1574 Rio Road,Charlottesville,Albemarle,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,01CD47D2EA95846185257832006BC7B8,Sbarro's Restaurant,Full Service Restaurant,Routine,Kelly Donahoe,9/2/11 0:00,1,3,1,,Smoke Free,01CD47D2EA95846185257832006BC7B8
E091071681DF99D78525776600481F18,Asian Cafe,Active,Permitted,Full Service Restaurant,TBAN-87JHJ8,Eric Stutz,265 Turkeysag trail # 103,Palmyra,Fluvanna,VA,22963,Yes,Yes,Yes,Thomas Jefferson,6B580E0CE2E34F71852577DD00742310,Asian Cafe,Full Service Restaurant,Pre-Opening,Eric Stutz,11/16/2010 12:00:00 AM,0,0,0.8,,Smoke Free,6B580E0CE2E34F71852577DD00742310
E091071681DF99D78525776600481F18,Asian Cafe,Active,Permitted,Full Service Restaurant,TBAN-87JHJ8,Eric Stutz,265 Turkeysag trail # 103,Palmyra,Fluvanna,VA,22963,Yes,Yes,Yes,Thomas Jefferson,257ACA0CCB0D767B85257847006D73DF,Asian Cafe,Full Service Restaurant,Routine,Eric Stutz,2/3/11 0:00,1,0,1,,Smoke Free,257ACA0CCB0D767B85257847006D73DF
E0D7F94A4916534988256B6F0065068C,Pizza Hut #10778,Active,Permitted,Fast Food Restaurant,DCHL-6GQKLM,Abdugheni Ubul,2125 Ivy Road #6,Charlottesville,Charlottesville City,VA,22903,Yes,No,No,Thomas Jefferson,37471F61D806A930852577B3006D3E7D,Pizza Hut #10778,Fast Food Restaurant,Routine,Roy Crewz,5/10/10 0:00,0,2,0,,Smoke Free,37471F61D806A930852577B3006D3E7D
E14C02AE074DDB3388256B6C007ECA35,Quality Inn,Active,Permitted,Hotel Continental Breakfast,MNAR-7NXQUS,Kelly Donahoe,1600 Emmet Street North,Charlottesville,Charlottesville City,Virginia,22901,Yes,No,No,Thomas Jefferson,D787A5A9E94F8C8D8525780E0049E5F0,Quality Inn,Hotel Continental Breakfast,Routine,Kelly Donahoe,4/1/11 0:00,2,2,0.7,,Smoke Free,D787A5A9E94F8C8D8525780E0049E5F0
